Review,Year,user_id,Location,Helpful votes,Country,Country_code,Cleaned,Label_1,Label_2,Label_3,Label,
Hi I’m looking for ideas for a 10 day itinerary of Argentina and Chile . My girlfriend and I both in our early 60 are booked on an antartic cruise December 12 and would like to do some sightseeing before we Board our ship in Ushuaia .We are flying from Australia. Thanks in advance Sue,2018,Susan H,"Sydney, Australia",67,Chile,4,hi im looking ideas day itinerary argentina chile . my girlfriend i early booked antartic cruise december would like sightseeing board ship ushuaia .we flying australia. thanks advance sue,1,0,1,1,
"Hi , any info would be great
Thanks Sue",2018,Susan H,"Sydney, Australia",67,Chile,4,hi info would greatthanks sue,1,0,1,1,
"Hi Sue. Try searching the forums.
Chile - https://www.tripadvisor.com.au/SearchForums?ff=1357&geo=294291&scope=2&q=""week+itinerary""&x=0&y=0&pid=34633&s=D
Argentina - https://www.tripadvisor.com.au/SearchForums?ff=977&geo=294266&scope=2&q=""week+itinerary""&pid=34633&s=+",2018,maybesomewhere,,No Rating,Chile,4,hi sue. try searching forums.chile argentina,1,1,0,1,
Buy a good guide book.,2018,Toid,"Santiago, Chile",18,Chile,4,buy good guide book.,0,1,0,0,
"welcome,
i would agree with getting a guide book. they have alot of ideas on whats there, how to get there and other things.
a hint. since you are there, look into Easter Island. One of the few true unique things in this world.
good luck.",2018,r c,"Portland, Oregon",3,Chile,4,welcomei would agree getting guide book. alot ideas whats get things.a hint. since look easter island. one true unique things world.good luck.,0,1,1,1,
"Thanks for the links - will do a bit more research
Sue",2018,Susan H,"Sydney, Australia",67,Chile,4,thanks links bit researchsue,0,1,0,0,
"Thanks for info I,was looking into Easter Island but cost was an issue
Sue",2018,Susan H,"Sydney, Australia",67,Chile,4,thanks info iwas looking easter island cost issuesue,0,1,1,1,
"Chile offers a lot more than Easter Island which is not Chile. Spend time in Santiago, in Temuco or in La Serena.",2018,Toid,"Santiago, Chile",18,Chile,4,chile offers lot easter island chile. spend time santiago temuco la serena.,1,1,1,1,
"Easter Island while not culturally ""continental"" Chile is still part of Chile and is a Chile domestic flight.
Prices for early December would still be reasonable but you must book it on the CHILE version of LATAM to see the cheapest fare buckets.",2018,eeuunikkeiexpat,"San Antonio, Chile",1,Chile,4,easter island culturally continental chile still part chile chile domestic flight.prices early december would still reasonable must book chile version latam see cheapest fare buckets.,0,1,2,#N/A,
"Also, it has been said many times by many citizens and residents that ""Santiago no es Chile"". ;- )",2018,eeuunikkeiexpat,"San Antonio, Chile",1,Chile,4,also said many times many citizens residents santiago es chile.,1,0,0,0,
We are thinking of visiting Colombia in August probabably bogota and Cartagena can any one tell me what the weather may be like ?,2014,James G,"Paignton, United...",No Rating,Colombia,5,we thinking visiting colombia august probabably bogota cartagena one tell weather may like,0,0,0,0,
"August is in the middle of the rainy season. In Cartagena, you will have extremely hot humid weather, with heavy downpours of rain as well as sun. It's doesn't usually rain all day every day; you would probably still get lots of sunshine but, having said that, the weather seems to be different everywhere these days so you could get no rain or rain every day.",2014,bjsabina,"London, Canada",137,Colombia,5,august middle rainy season. in cartagena extremely hot humid weather heavy downpours rain well sun. its doesnt usually rain day every day would probably still get lots sunshine said weather seems different everywhere days could get rain rain every day.,1,2,2,2,
Tried google yet?,2014,bjsabina,"Amsterdam, The...",No Rating,Colombia,5,tried google yet,0,0,0,0,
"Cartagena is beach weather all year round. It stays between 80 and 100.
Bogota is up in the mountains so it's cooler, especially at night. It should be in the 50's at night and in the 60's and 70's during the day.
You should be getting plenty of sunshine in both cities so enjoy!",2014,Cat G,"Brooklyn, New York",9,Colombia,5,cartagena beach weather year round. it stays .bogota mountains cooler especially night. it night day.you getting plenty sunshine cities enjoy,1,1,1,1,
If you only have a short time in Colombia- I would recommend skipping Cartagena (full of tourists and beggars) and going to Parque Tayrona/Santa Marta area- nicer beaches and people. Also I thought Medellin was nicer than Bogota. True what people say that Bogota is chilly.,2014,ashleye54,"New York City, New...",49,Colombia,5,if short time colombia i would recommend skipping cartagena full tourists beggars going parque tayronasanta marta area nicer beaches people. also i thought medellin nicer bogota. true people say bogota chilly.,1,1,1,1,
"ashleye,
'If you only have a short time in Colombia- I would recommend skipping Cartagena (full of tourists and beggars)'
=======
that's a pretty bold statement to make; surely one could find something in Cartagena to appreciate. Gee that would be like avoiding NY - because all the cool people preferred Nantucket...)",2014,playa4u,Vancouver Island...,18,Colombia,5,ashleyeif short time colombia i would recommend skipping cartagena full tourists beggarsthats pretty bold statement make surely one could find something cartagena appreciate. gee would like avoiding ny cool people preferred nantucket...,1,2,1,1,
"If we MUST discuss, for beauty and charm Cartagena - in my book - has A LOT more to offer then Santa Marta.
To the OP: August is brutal in Cartagena.
#2: People seem to think TA is a faster search engine than Google. It is interesting indeed when one can find complete weather statistics on google in 7 seconds, including 20-30 years of exact history of weather on specific dates in August. Temperaturs, inches of rainfall, exact humidity etc.
Edited: 9 years ago",2014,Tomas W,"Havana, Cuba",No Rating,Colombia,5,if must discuss beauty charm cartagena book a lot offer santa marta.to op: august brutal cartagena.: people seem think ta faster search engine google. it interesting indeed one find complete weather statistics google seconds including years exact history weather specific dates august. temperaturs inches rainfall exact humidity etc.edited: years ago,0,1,2,#N/A,
"Since the OP was planning her trip last August, it's probably irrelevant at this point.",2014,bjsabina,"London, Canada",137,Colombia,5,since op planning trip last august probably irrelevant point.,1,2,2,2,
"I am from Cali Colombia. I have spent a lot of time traveling around Colombia. I have always found Bogota to be cool and always cloudy. I have a website on Colombia where I have the weather posted daily for Cali, Bogota, Medellin, Cartagena, San Andres,and Popayan. It is http://www.colombialivinggood.com",2014,Craig G,"Cali, Colombia",No Rating,Colombia,5,i cali colombia. i spent lot time traveling around colombia. i always found bogota cool always cloudy. i website colombia i weather posted daily cali bogota medellin cartagena san andresand popayan. it,1,1,1,1,
